title	id	price	condition	availability	brand	color	days on lot	dealer name	description	drivetrain	engine	image link	mileage.value	model	msrp	product type	transmission	trim	vin	year
"2025 Nissan Murano SL"	b546afc2-1c0d-4306-9822-0706dcc27384	50920	new	in_stock	Nissan	RED	20		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Murano SLI49-Speed Automatic AWD21/27 City/Highway MPG9-Speed Automatic, AWD."""			http://vehicle-photos-published.vauto.com/3a/54/a4/eb-79c1-40f9-b1fa-84234f713625/image-1.jpg	0	Murano	50920	vehicle			5N1AZ3CS6SC138812	2025
"2015 Chevrolet Camaro SS"	0be86a5c-fe11-4621-a289-05ae06f4debe	12500	used	in_stock	Chevrolet	GRAY	104		"""2015 Chevrolet Camaro SS 1SS6.2L V8 SFI6-Speed Manual with SS Performance RWD16/24 City/Highway MPG**CARFAX 1 OWNER**, **NAVIGATION**, **LEATHER**, **KEYLESS ENTRY**, **SUPER CLEAN**.Awards:  * JD Power Initial Quality Study   * 2015 KBB.com Best Buy Awards Finalist Reviews:  * If you’re looking for something as thrilling to drive as it is to showoff, the 2015 Chevy Camaro coupe or convertible can get the job done. Even the most basic model looks lean and mean, a testament to the power of the Camaro’s design. Source: KBB.com  * Strong acceleration with any engine; head-turning looks; capable handling. Source: Edmunds"""			http://vehicle-photos-published.vauto.com/2c/04/ee/18-5a92-4bdc-9503-c0f00388c9dc/image-1.jpg	204133	Camaro	12500	vehicle			2G1FG1EW4F9176033	2015
"2025 Nissan Kicks Play S"	893c9055-6326-494c-ab85-81e04319ceb9	23850	new	in_stock	Nissan	BLACK	11		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks Play S1.6L 4-Cylinder DOHC 16VCVT with Xtronic FWD"""			http://vehicle-photos-published.vauto.com/ca/b7/11/9b-af27-41ba-a986-1b90ba0825b6/image-1.jpg	0	Kicks Play	23850	vehicle			3N1CP5BVXSL489997	2025
"2025 Nissan Rogue S"	c0a21b51-b0de-4c90-92a8-c14ac2dcf394	31895	new	in_stock	Nissan	WHITE	237		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Rogue S1.5L DOHCCVT with Xtronic AWD28/35 City/Highway MPGAWD. Nissan Of Wichita Falls Price includes: $500 - Nissan Select VIN Retail Bonus Cash. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/38/e3/29/4a-275f-4021-942d-303c48d0c7c1/image-1.jpg	0	Rogue	31895	vehicle			5N1BT3AB4SC802808	2025
"2025 Nissan Frontier SV"	c0449706-d16c-4a7b-8c2e-f812e389e202	34720	new	in_stock	Nissan	GRAY	305		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Frontier SV3.8L DI DOHC 24V V69-Speed Automatic with Overdrive RWD Nissan Of Wichita Falls Price includes: $3500 - Nissan Customer Cash. Exp. 08/04/2025 $500 - Nissan CR MY25 Frontier (SV-SL) Customer Cash - July. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/b5/2d/5b/5b-85ef-40ad-a157-83d5d3295414/image-1.jpg	0	Frontier	34720	vehicle			1N6ED1EJ4SN600962	2025
"2025 Nissan Kicks Play S"	13095c4b-d7a5-4a13-a7d2-c646456755bb	23760	new	in_stock	Nissan	WHITE	26		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks Play S1.6L 4-Cylinder DOHC 16VCVT with Xtronic FWD"""			http://vehicle-photos-published.vauto.com/ca/b7/11/9b-af27-41ba-a986-1b90ba0825b6/image-1.jpg	0	Kicks Play	23760	vehicle			3N1CP5BVXSL493435	2025
"2025 Nissan Armada SL"	e5762ff1-f132-49b5-aa5c-59820cbf4985	69205	new	in_stock	Nissan	WHITE	89		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Armada SL3.5L DOHC9-Speed Automatic 4WD4WD."""			http://vehicle-photos-published.vauto.com/01/fa/40/4b-a236-4316-b9a7-4e36d4f1fee0/image-1.jpg	0	Armada	69205	vehicle			JN8AY3BB4S9101770	2025
"2024 Chevrolet Equinox RS"	6edd5e59-4d04-4920-b8ee-28cc8d3fcd57	31988	used	in_stock	Chevrolet	BLACK	41		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 Chevrolet Equinox RS1.5L DOHC6-Speed Automatic Electronic with Overdrive FWD26/31 City/Highway MPG**CARFAX 1 OWNER**, **HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, **LEATHER**, **HEATED SEATS**, **SUNROOF**, **REAR BACKUP CAMERA**, **KEYLESS ENTRY**, **REMOTE START**, **XM RADIO**, **SUPER CLEAN**.6-month / 6,000 mile (whichever occurs first) limited warranty * * 84-point inspection Nissan and qualified non-Nissan models Nissan models: One (1) complimentary visit during the first year of ownership or first 15,000 miles, whichever comes first Non-Nissan models: Up to $50 reimbursement for one (1) complimentary visit during in the first year of ownership or first 15,000 miles, whichever comes first Certified Select vehicles are up to 10 years old with less than 100,000 miles."""			http://vehicle-photos-published.vauto.com/ee/db/97/87-1dcd-4dee-9b2b-273f419a4a25/image-1.jpg	21643	Equinox	31988	vehicle			3GNAXMEG4RL114524	2024
"2025 Nissan Kicks SR"	d09b279b-d5dc-4974-b58d-bb51bff4fe8f	28900	new	in_stock	Nissan	WHITE	89		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks SR2.0L DOHCCVT with Xtronic FWD28/35 City/Highway MPG"""			http://vehicle-photos-published.vauto.com/fd/0d/5e/ec-0d8e-4de7-a727-afc36a201474/image-1.jpg	0	Kicks	28900	vehicle			3N8AP6DA5SL403553	2025
"2023 Chevrolet Silverado 1500 LT"	aba69b1b-80a4-4478-ae4b-ff9e12abcd5e	38093	used	in_stock	Chevrolet	GRAY	9		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2023 Chevrolet Silverado 1500 LT2.7L Turbo8-Speed Automatic 4WD18/21 City/Highway MPG**CARFAX 1 OWNER**, **HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, **KEYLESS ENTRY**, **REMOTE START**, **SUPER CLEAN**, 8-Speed Automatic, 4WD, Jet Black Cloth."""			http://vehicle-photos-published.vauto.com/ba/29/3d/77-fb83-49f0-8502-1d837f94847f/image-1.jpg	44262	Silverado 1500	38093	vehicle			1GCPDDEK5PZ309828	2023
"2025 Nissan Pathfinder SV"	b2e76407-98b2-4eee-b8d8-a980d3375205	41313	used	in_stock	Nissan	SILVER	16		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Pathfinder SV3.5L V6 DOHC9-Speed Automatic FWD20/27 City/Highway MPG**REAR BACKUP CAMERA**, **KEYLESS ENTRY**, **XM RADIO**.Certification Program Details: Nissan Certified Pre-Owned Details: * Vehicle History * Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Warranty Deductible: $100 * Includes Car Rental and Trip Interruption Reimbursement. 3 month SiriusXM trial subscription. * Transferable Warranty * 167 Point Inspection * Roadside Assistance"""			http://vehicle-photos-published.vauto.com/55/a7/2d/f6-734d-4a5b-84c4-042dcded510f/image-1.jpg	13561	Pathfinder	41313	vehicle			5N1DR3BA3SC202973	2025
"2025 Nissan Kicks SR"	7c8a89f4-f55b-42f7-a2c7-acda3d61495f	28800	new	in_stock	Nissan	GRAY	82		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks SR2.0L DOHCCVT with Xtronic FWD28/35 City/Highway MPG"""			http://vehicle-photos-published.vauto.com/8d/dc/c4/53-7ad8-4ab1-a2c8-ac31dba1c716/image-1.jpg	2	Kicks	28800	vehicle			3N8AP6DA5SL405707	2025
"2025 Nissan Kicks SR"	21765c1f-f205-4a23-8521-73917910f182	28095	new	in_stock	Nissan	BROWN	4		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks SR2.0L DOHCCVT with Xtronic FWD28/35 City/Highway MPG"""			http://imageonthefly.autodatadirect.com/images/?width=1200&height=900&IMG=CAD50NIS262C01300.jpg	0	Kicks	28095	vehicle			3N8AP6DA3SL438060	2025
"2020 Nissan Rogue SV"	3efef81f-53a1-41bd-837a-e7e63eb23d92	19988	used	in_stock	Nissan	WHITE	12		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2020 Nissan Rogue SV2.5L I4 DOHC 16VCVT with Xtronic AWD25/32 City/Highway MPG**CLEAN CARFAX**, **SUPER CLEAN**, AWD.Certification Program Details: Nissan Certified Pre-Owned Details: * Vehicle History * Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Warranty Deductible: $100 * Includes Car Rental and Trip Interruption Reimbursement. 3 month SiriusXM trial subscription. * Transferable Warranty * 167 Point Inspection * Roadside Assistance"""			http://vehicle-photos-published.vauto.com/b9/b5/91/65-8711-461a-aa8e-c0ffead13568/image-1.jpg	54931	Rogue	19988	vehicle			KNMAT2MV9LP542593	2020
"2025 Nissan Rogue SL"	63ee6045-a490-46d0-ada9-818ef9dacec8	38100	new	in_stock	Nissan	GRAY	254		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Rogue SL1.5L DOHCCVT with Xtronic AWD28/34 City/Highway MPGAWD. Nissan Of Wichita Falls Price includes: $1000 - Nissan Select VIN Retail Bonus Cash. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/d7/aa/bd/95-f318-4537-990d-50d3a94b7a78/image-1.jpg	0	Rogue	38100	vehicle			JN8BT3CB8SW149226	2025
"2025 Nissan Sentra S"	092750e4-1b81-44be-bbf6-541483e26b89	23345	new	in_stock	Nissan	BLACK	93		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Sentra S2.0L I4 DOHCCVT with Xtronic FWD30/40 City/Highway MPGCVT with Xtronic, Charcoal Cloth."""			http://vehicle-photos-published.vauto.com/cc/e5/49/d1-36b5-47a7-b649-d709d14a697a/image-1.jpg	0	Sentra	23345	vehicle			3N1AB8BV3SY330992	2025
"2025 Nissan Armada Platinum Reserve"	e40ec009-406e-4f9c-bcc0-bdbd7fa4183f	82350	new	in_stock	Nissan	GRAY	19		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Armada Platinum Reserve3.5L DOHC9-Speed Automatic RWD"""			http://vehicle-photos-published.vauto.com/c6/e6/18/42-7490-4539-b341-7fcc9c0a4dba/image-1.jpg	0	Armada	82350	vehicle			JN8AY3CF8S9500408	2025
"2025 Nissan Frontier PRO-4X"	c22985ca-837f-43cc-94b2-08091ea0b57e	42415	new	in_stock	Nissan	GRAY	74		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Frontier PRO-4X3.8L DI DOHC 24V V69-Speed Automatic with Overdrive 4WD4WD. Nissan Of Wichita Falls Price includes: $3500 - Nissan Customer Cash. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/a1/c6/fb/29-4393-4228-b749-5cca9d394d5f/image-1.jpg	0	Frontier	42415	vehicle			1N6ED1EK3SN649269	2025
"2025 Nissan Rogue Platinum"	46a3ed38-8e03-4a7e-b0a3-dbd97a363e16	41125	new	in_stock	Nissan	SILVER	185		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Rogue Platinum1.5L DOHCCVT with Xtronic FWD29/36 City/Highway MPG Nissan Of Wichita Falls Price includes: $1000 - Nissan Select VIN Retail Bonus Cash. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/27/50/24/dc-b07e-4aa7-8ed3-c75a3d94fab9/image-1.jpg	0	Rogue	41125	vehicle			JN8BT3DCXSW101007	2025
"2025 Nissan Sentra SV"	aa3de927-a2c7-47ce-a294-8ce8b36f67d8	24795	new	in_stock	Nissan	BLACK	26		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Sentra SV2.0L I4 DOHCCVT with Xtronic FWD30/40 City/Highway MPGCVT with Xtronic, Charcoal Cloth."""			http://vehicle-photos-published.vauto.com/e0/83/1c/3c-8179-4796-92a5-c1f095a88b26/image-1.jpg	0	Sentra	24795	vehicle			3N1AB8CV7SY361631	2025
"2023 Ford Escape Base"	be4da020-79ae-4530-b7b1-0a2ed79245db	25988	used	in_stock	Ford	RED	6		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2023 Ford Escape1.5L EcoBoost8-Speed Automatic AWD26/32 City/Highway MPG**HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, **SUPER CLEAN**, AWD."""			http://vehicle-photos-published.vauto.com/78/c0/07/e9-9385-440a-9065-e478a61481cf/image-1.jpg	24614	Escape	25988	vehicle			1FMCU9FN7PUA40499	2023
"2024 Nissan Kicks SR"	455e5434-78c0-4013-b290-35a5bebf0088	24200	used	in_stock	Nissan	RED	76		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 Nissan Kicks SR1.6L 4-Cylinder DOHC 16VCVT with Xtronic FWD31/36 City/Highway MPG**CARFAX 1 OWNER**, **HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, **LEATHER**, **REAR BACKUP CAMERA**, **KEYLESS ENTRY**, **XM RADIO**, **SUPER CLEAN**, Bose Personal Plus Audio System, Crossbars, Door Pocket Light, Exhaust Finisher, Exterior Package, Frameless Auto-Dimming Mirror, Heated Front Seats, Heated Steering Wheel, Interior Ambient Lighting, Interior Electronics Package, Prima-Tex Appointed Seat Trim, Security System, SR Premium Package, Tonneau Cover, Universal Remote.Certification Program Details: Nissan Certified Pre-Owned Details: * Vehicle History * Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Warranty Deductible: $100 * Includes Car Rental and Trip Interruption Reimbursement. 3 month SiriusXM trial subscription. * Transferable Warranty * 167 Point Inspection * Roadside Assistance"""			http://vehicle-photos-published.vauto.com/5a/2e/d6/6d-2999-4253-97fc-562cc5ccf384/image-1.jpg	848	Kicks	24200	vehicle			3N1CP5DV7RL516483	2024
"2025 Nissan Versa 1.6 SV"	982bb730-3a5d-4dec-9aa2-a63fab403647	22720	new	in_stock	Nissan	WHITE	123		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Versa 1.6 SV1.6L I4 DOHC 16VCVT FWD32/40 City/Highway MPG"""			http://vehicle-photos-published.vauto.com/35/73/eb/8a-0373-4112-ba45-009946ea3af5/image-1.jpg	0	Versa	22720	vehicle			3N1CN8EV6SL847079	2025
"2025 Nissan Sentra SR"	a1ef1b39-2323-4a78-8dd6-1d362def4194	29310	new	in_stock	Nissan	GRAY	26		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Sentra SR2.0L I4 DOHCCVT with Xtronic FWD30/38 City/Highway MPGCVT with Xtronic, Sport Cloth."""			http://vehicle-photos-published.vauto.com/1e/5a/ce/46-7289-4309-995b-d2cba4dbbd3e/image-1.jpg	0	Sentra	29310	vehicle			3N1AB8DV3SY364685	2025
"2025 Nissan Frontier PRO-4X"	3f03c1fd-8f33-4b09-aa40-3d281c206348	44350	new	in_stock	Nissan	BLACK	34		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Frontier PRO-4X3.8L DI DOHC 24V V69-Speed Automatic with Overdrive 4WD4WD. Nissan Of Wichita Falls Price includes: $3500 - Nissan Customer Cash. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/c1/08/1c/49-8d4e-45e3-87d8-803cabc4ba75/image-1.jpg	0	Frontier	44350	vehicle			1N6ED1EK6SN654630	2025
"2021 Ford F-150 XL"	72ea185c-ae06-403c-83fe-bbb9316ded1f	29899	used	in_stock	Ford	WHITE	88		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2021 Ford F-150 XL3.5L V6 EcoBoost10-Speed Automatic RWD17/24 City/Highway MPG**CARFAX 1 OWNER**, **HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, **LEATHER**, **REAR BACKUP CAMERA**, **KEYLESS ENTRY**, 18"""" Silver Painted Aluminum Wheels, Cruise Control, Electronic Locking w/3.73 Axle Ratio, Equipment Group 101A High, Extended Range 36 Gallon Fuel Tank, GVWR: 7,850 lbs Payload Package, Heavy-Duty Payload Package, Reverse Sensing System.Awards:  * NACTOY 2021 North American Truck of the Year"""			http://vehicle-photos-published.vauto.com/60/d8/58/57-2b6f-4825-b1a0-27b91d551b20/image-1.jpg	61706	F-150	29899	vehicle			1FTFW1C8XMKE99822	2021
"2025 Nissan Murano SL"	55c91efe-fee0-47a7-9e3b-34f8f9cb9a0d	48140	new	in_stock	Nissan	WHITE	128		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Murano SLI49-Speed Automatic AWD21/27 City/Highway MPG9-Speed Automatic, AWD."""			http://vehicle-photos-published.vauto.com/4a/21/3a/da-ce57-4dd9-83e4-ebc28d408a7a/image-1.jpg	0	Murano	48140	vehicle			5N1AZ3CS3SC108442	2025
"2025 Nissan Sentra SR"	d75b6051-0ee3-4929-8adf-b24667f76444	29570	new	in_stock	Nissan	ORANGE	18		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Sentra SR2.0L I4 DOHCCVT with Xtronic FWD30/38 City/Highway MPGCVT with Xtronic, Sport Cloth."""			http://imageonthefly.autodatadirect.com/images/?width=1200&height=900&IMG=USD40NIC061C021001.jpg	0	Sentra	29570	vehicle			3N1AB8DV5SY372626	2025
"2025 Nissan Armada PRO-4X"	ffce8ee2-2cd6-4865-8b4d-784bc035b1a5	81855	new	in_stock	Nissan	GRAY	19		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Armada PRO-4X3.5L DOHC9-Speed Automatic 4WD4WD."""			http://vehicle-photos-published.vauto.com/d8/ae/20/9a-8440-4183-94b3-2ac944bfef99/image-1.jpg	0	Armada	81855	vehicle			JN8AY3DE7S9404369	2025
"2022 Nissan Altima 2.5 SR"	6e3ba6d1-e0c8-418b-885d-0ee5a457585e	25000	used	in_stock	Nissan	BLACK	16		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2022 Nissan Altima 2.5 SR2.5L 4-Cylinder DOHC 16VCVT with Xtronic FWD27/37 City/Highway MPG**LEATHER**, **SUNROOF**, **REAR BACKUP CAMERA**, **KEYLESS ENTRY**, **REMOTE START**, **XM RADIO**, CVT with Xtronic, Gloss Black Painted Spoiler, Gloss Black Painted V-Motion Grille, Heated Front Seats, Heated Outside Mirrors w/LED Turn Signal Indicators, LED Fog Lights, Midnight Edition Package, Single Panel Moonroof, Wheels: 19"""" Gloss Black Painted.Certification Program Details: Nissan Certified Pre-Owned Details: * Vehicle History * Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Warranty Deductible: $100 * Includes Car Rental and Trip Interruption Reimbursement. 3 month SiriusXM trial subscription. * Transferable Warranty * 167 Point Inspection * Roadside Assistance"""			http://vehicle-photos-published.vauto.com/96/fc/6a/be-35bb-4ae8-ba53-19c1e3b88b09/image-1.jpg	18131	Altima	25000	vehicle			1N4BL4CV7NN405299	2022
"2023 GMC Acadia SLT"	5445bfe4-8287-4e23-965d-29d2c5b0dc65	25990	used	in_stock	GMC	RED	88		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2023 GMC Acadia SLT2.0L Turbocharged9-Speed Automatic FWD22/29 City/Highway MPG**CARFAX 1 OWNER**, **HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, FWD, Black Leather, Preferred Equipment Group 4SA."""			http://vehicle-photos-published.vauto.com/ea/67/72/c9-bee8-45ed-8347-62ae86915482/image-1.jpg	45411	Acadia	25990	vehicle			1GKKNML41PZ249692	2023
